,longitude,latitude,housing_median_age,median_house_value,ocean_proximity,rooms_per_bedroom,population_per_household,bedroom_per_household,room_per_household,median_income
26,0.20617529880478003,0.5642933049946866,0.9411764705882353,0.16247561865724264,2,4,2,1,4,0.254516175114609
27,0.20617529880478003,0.5642933049946866,0.9999999999999999,0.18659923051863703,2,4,2,1,4,0.16988091063752422
28,0.20617529880478003,0.5632306057385765,0.9607843137254901,0.1936095108886149,2,4,2,1,4,0.14837469643251391
29,0.20617529880478003,0.5632306057385765,0.9999999999999999,0.2412381804611115,2,4,2,1,4,0.15423176322385426
30,0.20617529880478003,0.5632306057385765,0.9411764705882353,0.2212382629349982,2,4,2,1,5,0.18538720276360052
31,0.20617529880478003,0.5632306057385765,0.9999999999999999,0.20659914804475032,2,4,2,1,4,0.18981571667900424
32,0.20717131474103567,0.5632306057385765,0.9215686274509803,0.1967022816400757,2,4,3,1,5,0.16843937091726086
33,0.20717131474103567,0.5621679064824656,0.9411764705882353,0.1853621222180527,2,4,2,1,5,0.11364787470292595
34,0.20717131474103567,0.5621679064824656,0.9803921568627451,0.19525898862272734,2,4,2,1,4,0.2896585758626512
35,0.20717131474103567,0.5621679064824656,0.9411764705882353,0.1694858990272205,2,4,2,1,4,0.1280762587498864
36,0.20717131474103567,0.5621679064824656,0.9215686274509803,0.18453738335099648,2,4,2,1,4,0.07757042116336152
37,0.20617529880478003,0.5621679064824656,0.9999999999999999,0.18330027505041216,2,3,2,0,3,0.11823223075025002
38,0.20816733067728954,0.5621679064824656,0.9999999999999999,0.36371190221895994,2,4,2,1,4,0.38702094777989904
39,0.20816733067728954,0.5621679064824656,0.9999999999999999,0.3319594558372955,2,3,1,1,3,0.2714120595836418
40,0.20816733067728954,0.5621679064824656,0.9999999999999999,0.2894854041839003,2,3,2,1,4,0.2075167854962923
41,0.20816733067728954,0.5621679064824656,0.9803921568627451,0.27835142947864133,2,3,2,1,3,0.10198568849755199
42,0.20816733067728954,0.5632306057385765,0.9411764705882353,0.21402179784825628,2,3,2,1,3,0.06819391955948625
43,0.20816733067728954,0.5632306057385765,0.9999999999999999,0.3583510995830945,2,4,2,1,4,0.44991623485409293
44,0.20816733067728954,0.5621679064824656,0.9999999999999999,0.3492789720454761,2,4,2,1,4,0.32630745055259036
45,0.20816733067728954,0.5621679064824656,0.9999999999999999,0.34494909299343096,2,3,1,1,4,0.28271061414786824
46,0.20816733067728954,0.5621679064824656,0.9607843137254901,0.26288757572133725,2,3,2,1,3,0.19819223126972377
47,0.20717131474103567,0.5611052072263547,0.8235294117647058,0.2525783398831345,2,3,2,1,3,0.16037454059038198
48,0.20816733067728954,0.5611052072263547,0.7647058823529411,0.3556706982651618,2,3,2,1,3,0.05853170738042364
49,0.20717131474103567,0.5611052072263547,0.7647058823529411,0.20103216069212085,2,2,1,1,2,0.16559525200971417
50,0.20717131474103567,0.5611052072263547,0.39215686274509803,0.32350588244996925,2,1,1,1,2,0.05479149621433488
51,0.20717131474103567,0.5611052072263547,0.8235294117647058,0.16247561865724264,2,4,2,1,4,0.13046583810599865
52,0.20717131474103567,0.5611052072263547,0.7843137254901961,0.17010445317751266,2,3,2,1,4,0.07933663199179233
53,0.20717131474103567,0.5611052072263547,0.9999999999999999,0.18391882920070432,2,3,2,1,4,0.09708964818638721
54,0.20617529880478003,0.5611052072263547,0.9999999999999999,0.1494859815011072,2,4,3,1,5,0.14414098518201063
55,0.20617529880478003,0.5611052072263547,0.9999999999999999,0.1404138539634888,2,3,2,1,4,0.11836209919351698
56,0.20617529880478003,0.5611052072263547,0.9999999999999999,0.1494859815011072,2,4,2,1,4,0.130621680237919
57,0.20617529880478003,0.5611052072263547,0.9999999999999999,0.144949917732298,2,4,2,1,6,0.041207257048609766
58,0.20617529880478003,0.5611052072263547,0.9999999999999999,0.13464068189409528,2,4,3,1,4,0.09314164751107132
59,0.20517928286852438,0.5611052072263547,0.0196078431372549,0.0927851843909922,2,3,1,0,2,0.26786665108245356
60,0.20517928286852438,0.5621679064824656,0.9999999999999999,0.12515618492294878,2,5,2,1,5,0.37570940637134587
61,0.20517928286852438,0.5611052072263547,0.9411764705882353,0.12371289190560039,2,4,3,1,5,0.7296528616511475
62,0.20517928286852438,0.5600425079702447,0.9607843137254901,0.14659939546641043,2,4,3,1,6,0.0521032194387086
63,0.2041832669322705,0.5600425079702447,0.9999999999999999,0.12598092379000497,2,5,3,1,7,0.08975208114180339
64,0.2041832669322705,0.5600425079702447,0.9215686274509803,0.12062012115413956,2,4,2,1,6,0.2719315333567097
65,0.2041832669322705,0.5600425079702447,0.9999999999999999,0.13072317227557825,2,4,3,1,5,0.086596277970416
66,0.2041832669322705,0.5600425079702447,0.9215686274509803,0.14309425528142153,2,4,2,1,4,0.039700783106712906
67,0.20517928286852438,0.5589798087141338,0.9999999999999999,0.13670252906173583,2,4,3,1,6,0.2739574810716744
68,0.2041832669322705,0.5600425079702447,0.9999999999999999,0.14433136358200585,2,5,3,1,6,0.17554317476396414
69,0.20517928286852438,0.5600425079702447,0.8823529411764706,0.23546500839171797,2,4,2,1,4,0.06237581330112596
70,0.20517928286852438,0.5600425079702447,0.49019607843137253,0.13917674566290447,2,5,3,1,6,0.1651926598355866
71,0.20517928286852438,0.5600425079702447,0.8823529411764706,0.1653622046919394,2,3,2,1,3,0.029700912975156174
72,0.20517928286852438,0.5600425079702447,0.9411764705882353,0.12371289190560039,2,4,3,1,5,0.16234854092803994
73,0.20517928286852438,0.5600425079702447,0.8823529411764706,0.10824903814829628,2,3,2,0,1,0.0
74,0.20517928286852438,0.5600425079702447,0.37254901960784315,0.2525783398831345,2,5,2,1,6,0.2575421098427294
75,0.20617529880478003,0.5600425079702447,0.3137254901960784,0.33505222658875633,2,2,1,1,2,0.05509019363384893
76,0.20617529880478003,0.5600425079702447,0.6862745098039215,0.17958895014865917,2,5,2,1,5,0.25278892481915827
77,0.20617529880478003,0.5600425079702447,0.35294117647058826,0.19237240258803057,2,4,3,1,5,0.07937559252477241
78,0.20517928286852438,0.5600425079702447,0.43137254901960786,0.20103216069212085,2,4,3,1,5,0.039311177776911996
79,0.20617529880478003,0.5589798087141338,0.7254901960784313,0.2397948874437631,2,3,2,1,4,0.19629615199802605
80,0.20617529880478003,0.5600425079702447,0.3137254901960784,0.30412451907414817,2,3,2,1,3,0.1298814301112973
81,0.20717131474103567,0.5600425079702447,0.9999999999999999,0.20103216069212085,2,3,3,1,3,0.086596277970416
82,0.20617529880478003,0.5600425079702447,0.9999999999999999,0.20103216069212085,2,3,2,1,3,0.13258269373125026
83,0.20617529880478003,0.5600425079702447,0.9999999999999999,0.2525783398831345,2,2,2,1,2,0.03994753314892015
84,0.20617529880478003,0.5600425079702447,0.6666666666666666,0.21402179784825628,2,5,2,1,5,0.16998480539213778
85,0.20617529880478003,0.5600425079702447,0.9999999999999999,0.17154774619486104,2,5,3,1,6,0.2478409371306867
86,0.20717131474103567,0.5600425079702447,0.7647058823529411,0.21402179784825628,2,1,1,1,2,0.06196023428267167
87,0.20717131474103567,0.5600425079702447,0.1764705882352941,0.30412451907414817,2,2,1,1,2,0.03377878209373905
88,0.20717131474103567,0.5589798087141338,0.1764705882352941,0.2525783398831345,2,2,3,1,2,0.0613368657549902
89,0.20717131474103567,0.5589798087141338,0.9999999999999999,1.0,2,3,4,0,2,0.09655718756899265
90,0.20717131474103567,0.5589798087141338,0.29411764705882354,0.30412451907414817,2,2,2,1,2,0.20699731172322441
91,0.20617529880478003,0.5589798087141338,0.9999999999999999,0.2525783398831345,2,2,10,0,2,0.047648731834651514
92,0.20617529880478003,0.5589798087141338,0.9999999999999999,0.30412451907414817,2,3,5,0,2,0.03248009766106935
93,0.20717131474103567,0.5579171094580229,0.5098039215686274,0.3556706982651618,2,3,2,1,3,0.2773340605966157
94,0.20717131474103567,0.5589798087141338,0.7450980392156862,0.33855736677374526,2,2,2,1,3,0.17503668783522294
95,0.20816733067728954,0.5589798087141338,0.6862745098039215,0.23711448612583041,2,2,1,1,2,0.19606238880014545
96,0.20816733067728954,0.5611052072263547,0.588235294117647,0.34804186374489177,2,3,1,1,3,0.3031908676510695
97,0.20816733067728954,0.5600425079702447,0.5490196078431372,0.22680525028762766,2,3,2,1,3,0.1956208360930378
98,0.20816733067728954,0.5611052072263547,0.411764705882353,0.31958837283145225,2,2,1,1,2,0.09332346333164504
99,0.20816733067728954,0.5611052072263547,0.7058823529411764,0.36721704240394887,2,3,1,1,3,0.2740873495149414
100,0.2091633466135452,0.5600425079702447,0.5490196078431372,0.5006185541502922,2,3,1,1,3,0.2586070310775186
101,0.2091633466135452,0.5600425079702447,0.5294117647058824,0.5327833699654847,2,3,1,1,3,0.3529564551109726
102,0.2091633466135452,0.5600425079702447,0.7450980392156862,0.4587630566471891,2,3,1,1,3,0.34091765042012445
103,0.2091633466135452,0.5600425079702447,0.9999999999999999,0.6907208630067505,2,3,1,1,3,0.270074414617992
104,0.20816733067728954,0.5600425079702447,0.6470588235294117,0.6612364485094907,2,3,1,1,3,0.30398306515499807
105,0.21015936254980083,0.5611052072263547,0.9999999999999999,0.6152572566711065,2,6,2,0,6,0.5754081115829666
106,0.21015936254980083,0.5600425079702447,0.9999999999999999,0.5226803188440461,2,4,1,1,4,0.36009921949065604
107,0.2091633466135452,0.5600425079702447,0.9999999999999999,0.5039175096185171,2,3,1,1,4,0.3466448487681979
108,0.21015936254980083,0.5611052072263547,0.9999999999999999,0.537525618451058,2,4,2,1,4,0.4415656939520267
109,0.2091633466135452,0.5611052072263547,0.5294117647058824,0.43298996705168225,2,3,1,1,4,0.4423838651446086
110,0.2091633466135452,0.5611052072263547,0.9999999999999999,0.5103092358382028,2,4,2,1,5,0.5963299177932756
111,0.2091633466135452,0.5611052072263547,0.6078431372549019,0.4195879604620187,2,3,1,1,3,0.278308073921118
112,0.2091633466135452,0.5611052072263547,0.49019607843137253,0.4948453820808986,2,3,1,0,3,0.3277100297398735
113,0.2091633466135452,0.5621679064824656,0.9999999999999999,0.43113430460080576,2,4,1,1,4,0.34395657199257157
114,0.2091633466135452,0.5621679064824656,0.6666666666666666,0.4703094007859761,2,3,1,1,3,0.3860079739224167
115,0.2091633466135452,0.5621679064824656,0.9999999999999999,0.44659815835810984,2,4,1,0,4,0.3432422955546033
116,0.2091633466135452,0.5621679064824656,0.5294117647058824,0.4195879604620187,2,2,1,1,3,0.24980195062401792
117,0.2091633466135452,0.5621679064824656,0.9999999999999999,0.4517527762772112,2,3,1,1,4,0.33633329437280046
118,0.2111553784860547,0.5632306057385765,0.9607843137254901,0.6445354864516023,2,6,2,1,6,0.6960558953779823
119,0.2111553784860547,0.5632306057385765,0.9019607843137254,0.6857724298044132,2,6,2,0,6,0.6216672510746616
120,0.21015936254980083,0.5621679064824656,0.7843137254901961,0.7239166024057633,2,6,2,1,6,0.7085752133089183
121,0.21015936254980083,0.5642933049946866,0.7058823529411764,0.6597931554921423,2,6,2,1,7,0.5797846781210635
122,0.2111553784860547,0.5642933049946866,0.9999999999999999,0.7393804561630675,2,6,2,1,6,0.7588862482305426
123,0.21015936254980083,0.5632306057385765,0.9999999999999999,0.772163826128552,2,6,2,1,6,0.6074466565369282
124,0.21015936254980083,0.5642933049946866,0.9999999999999999,0.775462781596777,2,7,2,0,7,0.8747288996246805
125,0.21215139442231035,0.5642933049946866,0.5294117647058824,0.6645354039777156,2,5,2,1,5,0.6437708601186999
126,0.21215139442231035,0.5632306057385765,0.9607843137254901,0.5777316382200486,2,6,2,0,6,0.9090920897131208
127,0.213147410358566,0.5632306057385765,0.8431372549019608,0.571752281433891,2,5,2,1,5,0.7168088726120442
128,0.213147410358566,0.5621679064824656,0.7647058823529411,0.8175244638166441,2,7,2,1,7,0.9161569330268441
129,0.21414342629481986,0.5632306057385765,0.5686274509803921,0.6113397470525895,2,6,2,1,6,0.7229386631342453
130,0.213147410358566,0.5632306057385765,0.6470588235294117,0.6410303462666134,2,6,2,0,6,0.8512746587706655
131,0.2151394422310755,0.5632306057385765,0.3333333333333333,0.7785555523482378,2,7,2,1,8,1.0000000000000002
132,0.21414342629481986,0.5632306057385765,0.6666666666666666,0.6274221549601858,2,6,2,1,6,0.9075596420825706
133,0.213147410358566,0.5621679064824656,0.6470588235294117,0.6562880153071534,2,6,2,1,6,0.8308593394890977
134,0.2151394422310755,0.5621679064824656,0.5294117647058824,0.6602055249256704,2,7,2,0,6,1.0000000000000002
135,0.21414342629481986,0.5621679064824656,0.49019607843137253,0.6931950796079192,2,7,2,1,7,1.0000000000000002
136,0.2151394422310755,0.5621679064824656,0.5490196078431372,0.7296897744751568,2,6,2,1,6,0.8251711016740044
137,0.2151394422310755,0.5611052072263547,0.6078431372549019,0.7235042329722352,2,6,2,1,6,1.0000000000000002
138,0.21414342629481986,0.5611052072263547,0.7058823529411764,0.7251537107063476,2,6,2,1,6,0.8464305658368075
139,0.21414342629481986,0.5611052072263547,0.7450980392156862,0.7171125067525496,2,7,2,1,7,0.7571719847794186
140,0.21613545816732938,0.5600425079702447,0.5686274509803921,0.9655650904532352,2,7,2,0,5,0.7613537486526151
141,0.213147410358566,0.5611052072263547,0.9999999999999999,0.6523705056886364,2,7,2,0,6,0.8512876456149922
142,0.21414342629481986,0.5600425079702447,0.8627450980392156,0.6360819130642761,2,6,2,1,6,0.8162491396215635
143,0.213147410358566,0.5589798087141338,0.9607843137254901,0.4158766355602657,2,4,2,1,5,0.3107751847378606
144,0.213147410358566,0.5589798087141338,0.7254901960784313,0.4496909291095707,2,4,1,1,4,0.33522941260503114
145,0.213147410358566,0.5600425079702447,0.9999999999999999,0.5802058548212172,2,6,2,0,6,0.6156153816184207
146,0.21215139442231035,0.5600425079702447,0.9999999999999999,0.5334019241157769,2,5,2,1,6,0.7820417916650435
147,0.21215139442231035,0.5589798087141338,0.9999999999999999,0.43855695440431175,2,4,2,1,4,0.3588654692796198
148,0.21215139442231035,0.5589798087141338,0.9999999999999999,0.3806190489936124,2,4,2,1,5,0.3285541746211088
149,0.21215139442231035,0.5589798087141338,0.9999999999999999,0.46350530513276234,2,5,2,1,5,0.5250451292840354
150,0.21215139442231035,0.5600425079702447,0.9999999999999999,0.5259792743122709,2,5,2,0,5,0.4639030661939456
151,0.21215139442231035,0.5600425079702447,0.9999999999999999,0.5919583836767683,2,5,1,1,5,0.6299918182880744
152,0.2111553784860547,0.5589798087141338,0.9999999999999999,0.5247421660116866,2,4,1,1,4,0.34550200646744855
153,0.2111553784860547,0.5600425079702447,0.9999999999999999,0.6179376579890392,2,6,2,1,6,0.5546551343489048
154,0.21215139442231035,0.5600425079702447,0.9999999999999999,0.7734009344291364,2,7,2,1,7,0.9943377358735603
155,0.2111553784860547,0.5600425079702447,0.9999999999999999,0.8150502472154755,2,7,3,1,8,1.0000000000000002
156,0.21015936254980083,0.5600425079702447,0.9999999999999999,0.6956692962090878,2,7,2,0,7,0.8258594044233193
157,0.21015936254980083,0.5600425079702447,0.9999999999999999,0.5614430455956884,2,6,2,0,5,0.7182114517993274
158,0.2111553784860547,0.5600425079702447,0.9999999999999999,0.6880404616888178,2,7,2,1,7,0.9101310372592566
159,0.21015936254980083,0.5600425079702447,0.9999999999999999,0.47175269380332446,2,3,1,1,4,0.29191828677549647
160,0.21015936254980083,0.5589798087141338,0.9999999999999999,0.4051550302885349,2,5,2,0,5,0.22006207711588163
161,0.2091633466135452,0.5589798087141338,0.9999999999999999,0.41938177574525465,2,4,2,1,4,0.326619134816431
162,0.21015936254980083,0.5600425079702447,0.9999999999999999,0.5255669048787428,2,5,2,0,4,0.4123452942169583
163,0.2091633466135452,0.5600425079702447,0.8823529411764706,0.42020651461231084,2,3,1,1,4,0.3539044947468215
164,0.2091633466135452,0.5589798087141338,0.8039215686274509,0.43298996705168225,2,3,1,1,4,0.31617771197776656
165,0.2091633466135452,0.5589798087141338,0.8235294117647058,0.48453614624269586,2,2,1,1,3,0.2133738522876327
166,0.2091633466135452,0.5589798087141338,0.7843137254901961,0.322474958866149,2,3,2,1,3,0.1444396826015247
167,0.2091633466135452,0.5589798087141338,0.5490196078431372,0.3686603354212972,2,2,1,1,3,0.11597251983740473
168,0.21015936254980083,0.5579171094580229,0.5098039215686274,0.22680525028762766,2,3,2,1,3,0.23602290879339236
169,0.2091633466135452,0.5579171094580229,0.8627450980392156,0.17010445317751266,2,3,3,1,3,0.1658809625849015
170,0.2091633466135452,0.5579171094580229,0.9607843137254901,0.22680525028762766,2,3,3,0,3,0.2786846924065922
171,0.2091633466135452,0.5579171094580229,0.9999999999999999,0.25525874120106723,2,3,2,1,3,0.21832183997610424
172,0.2091633466135452,0.5589798087141338,0.6862745098039215,0.20969191879621116,2,2,3,1,3,0.2247243542291659
173,0.2091633466135452,0.5589798087141338,0.8235294117647058,0.2820627543803943,2,3,2,1,3,0.14941364397864967
174,0.21015936254980083,0.5589798087141338,0.9999999999999999,0.23092894462290875,2,4,3,1,4,0.22984117089388453
175,0.21015936254980083,0.5589798087141338,0.9999999999999999,0.23422790009113365,2,4,3,1,4,0.2151140894274101
176,0.21015936254980083,0.5589798087141338,0.9999999999999999,0.2589700661028202,2,3,3,1,4,0.21232191789717017
177,0.21015936254980083,0.5589798087141338,0.9019607843137254,0.34577383186048716,2,3,2,1,3,0.2765288762483604
178,0.2111553784860547,0.5589798087141338,0.9999999999999999,0.27195970325895563,2,4,3,1,4,0.2445942260490124
179,0.21015936254980083,0.5589798087141338,0.9999999999999999,0.2222691865188185,2,4,3,1,4,0.3190997519512734
180,0.21015936254980083,0.5589798087141338,0.9411764705882353,0.31814507981410384,2,3,2,1,4,0.2628407423280218
181,0.2111553784860547,0.5589798087141338,0.9999999999999999,0.23010420575585255,2,4,2,0,4,0.1866988740405969
182,0.2111553784860547,0.5589798087141338,0.9803921568627451,0.23278460707378523,2,3,2,1,4,0.18219243905923305
183,0.2111553784860547,0.5589798087141338,0.9607843137254901,0.22371247953616685,2,3,2,1,4,0.22728276256152521
184,0.2111553784860547,0.5589798087141338,0.9999999999999999,0.19979505239153653,2,4,3,1,4,0.24584096310437534
185,0.2111553784860547,0.5579171094580229,0.8235294117647058,0.201650714842413,2,4,3,1,4,0.21971143231906085
186,0.2111553784860547,0.5579171094580229,0.9999999999999999,0.19154766372097434,2,4,4,0,4,0.316333554109687
187,0.2111553784860547,0.5579171094580229,0.5686274509803921,0.2525783398831345,2,3,3,1,3,0.17993272814638775
188,0.21015936254980083,0.5579171094580229,0.7450980392156862,0.18659923051863703,2,3,3,1,3,0.2160881027519124
189,0.21015936254980083,0.5579171094580229,0.9019607843137254,0.16598075884223157,2,3,4,1,4,0.21104920715315392
190,0.21015936254980083,0.5579171094580229,0.9999999999999999,0.2084548104956268,2,3,3,1,4,0.37338476123686715
191,0.21015936254980083,0.5579171094580229,0.8235294117647058,0.2004136065418287,2,4,3,1,4,0.22782821002324652
192,0.2091633466135452,0.5579171094580229,0.9803921568627451,0.12371289190560039,2,4,4,0,3,0.20780249607147963
193,0.2091633466135452,0.5579171094580229,0.7450980392156862,0.20103216069212085,2,3,3,1,3,0.14286827443799435
194,0.2091633466135452,0.5579171094580229,0.9999999999999999,0.22680525028762766,2,3,3,1,3,0.40585187205360973
195,0.20816733067728954,0.5589798087141338,0.37254901960784315,0.20618677861122223,2,3,2,1,3,0.15493305281749592
196,0.21215139442231035,0.5557917109458028,0.9999999999999999,0.1649498352584113,2,3,3,0,2,0.14898507811586867
197,0.21215139442231035,0.5557917109458028,0.9999999999999999,0.16783642129310808,2,3,3,1,4,0.2714380332722952
198,0.2111553784860547,0.5557917109458028,0.9999999999999999,0.11752735040267875,2,3,3,1,4,0.26884066440695575
199,0.2111553784860547,0.5568544102019128,0.9999999999999999,0.11608405738533037,2,3,3,1,3,0.278308073921118
200,0.2111553784860547,0.5568544102019128,0.9999999999999999,0.13567160547791554,2,4,4,1,4,0.32802171400371427
201,0.21215139442231035,0.5568544102019128,0.9607843137254901,0.23464026952466177,2,3,3,1,4,0.12840092985805382
202,0.2111553784860547,0.5568544102019128,0.8235294117647058,0.20103216069212085,2,3,3,1,3,0.1862183608005091
203,0.2111553784860547,0.5568544102019128,0.9999999999999999,0.2152589061488406,2,3,3,1,3,0.12785548239633254
204,0.2111553784860547,0.5568544102019128,0.8431372549019608,0.2125785048309079,2,2,3,1,3,0.14298515603693462
205,0.2111553784860547,0.5579171094580229,0.9215686274509803,0.22165063236852633,2,4,4,1,4,0.19968571836729396
206,0.2111553784860547,0.5579171094580229,0.9411764705882353,0.18824870825274947,2,5,3,0,5,0.232867105622005
207,0.21215139442231035,0.5579171094580229,0.7058823529411764,0.2422691040449318,2,4,3,1,4,0.214217997168868
208,0.2111553784860547,0.5579171094580229,0.5686274509803921,0.2220630018020544,2,4,3,1,4,0.14543966961468036
209,0.2111553784860547,0.5579171094580229,0.7647058823529411,0.2026816384262333,2,4,3,1,5,0.10755704471370506
210,0.21215139442231035,0.5579171094580229,0.8431372549019608,0.1948466191891992,2,4,3,1,5,0.39164426436020316
211,0.21215139442231035,0.5579171094580229,0.9999999999999999,0.30866058284295733,2,4,3,1,4,0.44218906247970813
212,0.213147410358566,0.5579171094580229,0.9999999999999999,0.22680525028762766,2,4,3,0,3,0.3362813469954936
213,0.21215139442231035,0.5579171094580229,0.8823529411764706,0.2261866961373355,2,4,3,1,4,0.27328216516668624
214,0.21215139442231035,0.5579171094580229,0.9411764705882353,0.25092886214902205,2,4,2,1,4,0.2597498733782678
215,0.21215139442231035,0.5579171094580229,0.7254901960784313,0.2612380979872248,2,4,3,1,4,0.29830781418423147
216,0.21414342629481986,0.5579171094580229,0.5490196078431372,0.27835142947864133,2,4,2,1,4,0.30287918338722886
217,0.213147410358566,0.5579171094580229,0.9019607843137254,0.25525874120106723,2,5,2,1,5,0.31926858092752053
218,0.213147410358566,0.5579171094580229,0.6470588235294117,0.2560834800681234,2,4,2,1,4,0.3034506045376034
219,0.213147410358566,0.5579171094580229,0.6666666666666666,0.26556797703926993,2,4,2,1,4,0.30845053960338187
220,0.213147410358566,0.5589798087141338,0.7450980392156862,0.2917534360683049,2,4,2,1,4,0.33354112284256054
221,0.213147410358566,0.5589798087141338,0.7450980392156862,0.28041327664628185,2,4,2,1,4,0.33451513616706285
222,0.21414342629481986,0.5589798087141338,0.8235294117647058,0.5319586310984286,2,6,2,1,6,0.5786937831976209
223,0.21414342629481986,0.5589798087141338,0.9999999999999999,0.41670137442732197,2,5,2,1,5,0.5548239633251517
224,0.213147410358566,0.5589798087141338,0.9999999999999999,0.3548459593981056,2,4,2,1,4,0.3878131452838276
225,0.21414342629481986,0.5589798087141338,0.7843137254901961,0.4630929356992342,2,5,2,1,6,0.5997974052285037
226,0.213147410358566,0.5589798087141338,0.9215686274509803,0.44268064873959284,2,5,2,1,5,0.4672406851859068
227,0.2151394422310755,0.5589798087141338,0.9215686274509803,0.4995876305664719,2,6,2,1,7,0.5511746600693499
228,0.2151394422310755,0.5589798087141338,0.8823529411764706,0.4781444200230102,2,5,2,1,5,0.4899676627576267
229,0.2151394422310755,0.5579171094580229,0.9607843137254901,0.3400006597910936,2,4,2,1,5,0.32265814729678843
230,0.21414342629481986,0.5579171094580229,0.7647058823529411,0.318763633964396,2,4,2,1,4,0.47713666056284987
231,0.21414342629481986,0.5589798087141338,0.8823529411764706,0.3882478835138824,2,5,2,1,5,0.4349034428124311
232,0.2151394422310755,0.5589798087141338,0.9999999999999999,0.5121648982890793,2,6,2,0,6,0.4560330385319672
233,0.2151394422310755,0.5579171094580229,0.8627450980392156,0.44701052779163797,2,6,2,0,5,0.5397851975948366
234,0.2151394422310755,0.5579171094580229,0.5294117647058824,0.25876388138605616,2,4,2,1,4,0.31555434345008515
235,0.21414342629481986,0.5579171094580229,0.6666666666666666,0.22886709745526823,2,3,2,1,4,0.23424371112063483
236,0.21414342629481986,0.5579171094580229,0.9411764705882353,0.22061970878470605,2,4,3,0,4,0.28139894287087186
237,0.21414342629481986,0.5579171094580229,0.8431372549019608,0.24680516781374096,2,3,2,0,3,0.27520421812703744
238,0.213147410358566,0.5579171094580229,0.8627450980392156,0.25649584950165155,2,3,3,1,4,0.24893183205412925
239,0.21414342629481986,0.5579171094580229,0.8627450980392156,0.20701151747827842,2,3,2,1,4,0.2959571953610992
240,0.213147410358566,0.5568544102019128,0.8823529411764706,0.25216597044960637,2,4,2,0,3,0.2902949312346593
241,0.213147410358566,0.5568544102019128,0.9999999999999999,0.2515474162993142,2,4,3,1,5,0.17497175361358946
242,0.213147410358566,0.5568544102019128,0.9999999999999999,0.2630937604381013,2,4,3,0,4,0.28030804794742936
243,0.213147410358566,0.5568544102019128,0.9411764705882353,0.2525783398831345,2,3,3,0,3,0.3316450435708628
